Name,Job Title,Skills,Experience (Years),Education,Certification,Location
Daniel Moody,Data Analyst,"Python, Excel, Tableau",5,Bachelor's,Microsoft Azure,Williamsberg
Joy Martinez,AI Engineer,"AI Systems, TensorFlow, Python, Machine Learning",7,Bachelor's,None,Bridgesburgh
Heather Burnett,AI Engineer,"Machine Learning, AI Systems, NLP, Python, TensorFlow, Deep Learning",11,PhD,None,Tranchester
Michael Lawrence,Data Analyst,"SQL, Power BI, Python, Data Visualization",8,PhD,AWS Certified,Brockland
Gary Mcdonald,ML Engineer,"Python, Scikit-learn, NLP, PyTorch, TensorFlow, Keras",9,Bachelor's,Google Data Engineer,East Jillton
Jacob Miller,Data Scientist,"Machine Learning, Python, Deep Learning",3,PhD,Microsoft Azure,Cristiantown
Rickey Davis,Data Analyst,"Data Visualization, Python, Tableau, SQL, Excel",14,Master's,None,Castilloport
Julie Munoz,Data Scientist,"R, Deep Learning, TensorFlow",8,Bachelor's,Microsoft Azure,Travisstad
Tara Hart,Data Engineer,"Hadoop, AWS, Python, ETL",14,Master's,Microsoft Azure,Courtneyberg
Edwin Novak,Data Analyst,"Tableau, SQL, Power BI, Excel, Data Visualization, Python",8,Master's,Google Data Engineer,Lake Jamesmouth
Marcia Vincent,AI Engineer,"Deep Learning, Machine Learning, Python",12,Master's,AWS Certified,Boyerberg
Stacy Maldonado,Data Engineer,"AWS, Spark, SQL",7,Bachelor's,None,South Kimberlyville
Gregory Davis,ML Engineer,"NLP, TensorFlow, Python, PyTorch",2,PhD,Google Data Engineer,Allenville
Nicholas Rodgers,Data Scientist,"Python, Pandas, Deep Learning, TensorFlow, R",15,Bachelor's,Google Data Engineer,Adkinston
Edward Page,Data Analyst,"Python, SQL, Data Visualization",13,Bachelor's,AWS Certified,Johnsonport
Marc Floyd,AI Engineer,"NLP, Deep Learning, Python",8,Bachelor's,Google Data Engineer,Nancyside
Jennifer Warren,AI Engineer,"NLP, Deep Learning, Machine Learning, Python, TensorFlow, AI Systems",14,Master's,None,Knappstad
Angela Miller,AI Engineer,"Deep Learning, AI Systems, Machine Learning, Python, NLP, TensorFlow",7,PhD,AWS Certified,Juarezview
Matthew Vasquez,Data Analyst,"Power BI, Python, SQL, Data Visualization, Tableau, Excel",14,Bachelor's,None,Port Aprilberg
Margaret Clark,ML Engineer,"PyTorch, TensorFlow, Python, Scikit-learn, Keras, NLP",15,Master's,AWS Certified,Port Jacksonside
April Wilkerson,Data Scientist,"R, Pandas, TensorFlow, Machine Learning, Python, Deep Learning",1,Master's,None,Fryemouth
Heather Martinez,AI Engineer,"Python, NLP, TensorFlow, Deep Learning, Machine Learning, AI Systems",15,Master's,Google Data Engineer,Wardburgh
Paul Garza,Data Scientist,"Pandas, Machine Learning, R, TensorFlow, Deep Learning, Python",1,PhD,Google Data Engineer,Christopherside
Gregory Robinson,Data Scientist,"TensorFlow, Machine Learning, Pandas",11,Bachelor's,Microsoft Azure,New Lindafurt
Shane Haney,AI Engineer,"NLP, Machine Learning, Deep Learning",15,Bachelor's,Google Data Engineer,South Kevinhaven
Taylor Cruz,Data Engineer,"ETL, SQL, Hadoop, Python, Spark, AWS",14,Bachelor's,AWS Certified,Valerieland
Mitchell Evans,Data Scientist,"Machine Learning, R, Python, Pandas",5,PhD,Microsoft Azure,Mckaymouth
Robert Morales,AI Engineer,"NLP, Python, Machine Learning",1,Bachelor's,Google Data Engineer,Kathryntown
Louis Melendez,ML Engineer,"Python, Scikit-learn, Keras",5,Master's,Microsoft Azure,Jessicahaven
Shannon Mcbride,Data Analyst,"SQL, Data Visualization, Excel, Tableau, Power BI, Python",15,PhD,AWS Certified,West David
Mark West,ML Engineer,"Scikit-learn, Keras, NLP, Python, PyTorch, TensorFlow",3,Bachelor's,Google Data Engineer,North Jeremy
Rachel Reed,Data Analyst,"Data Visualization, Tableau, SQL, Python, Excel, Power BI",14,Master's,None,Lake Carlosfurt
Chelsea Vega,Data Engineer,"Hadoop, Spark, ETL, Python, AWS, Kafka",8,Bachelor's,AWS Certified,Jessicaburgh
Stephanie Stewart,ML Engineer,"PyTorch, NLP, Scikit-learn, Python, TensorFlow, Keras",3,PhD,AWS Certified,Lake Megan
Jorge Knapp,AI Engineer,"NLP, Python, Machine Learning",1,Master's,None,North Jasonmouth
Joseph Clark,Data Scientist,"R, Pandas, TensorFlow",1,Bachelor's,Google Data Engineer,East Nicholasburgh
Nicole Ramsey,AI Engineer,"TensorFlow, Deep Learning, Machine Learning, Python, AI Systems",14,PhD,None,Williammouth
Gregory Henry,Data Engineer,"Kafka, Python, AWS, Spark, ETL",10,PhD,Microsoft Azure,East Cesarberg
Ryan Smith,Data Analyst,"SQL, Excel, Python, Data Visualization, Tableau",1,Bachelor's,Microsoft Azure,East Victoriachester
Lisa Harrell,Data Analyst,"SQL, Excel, Power BI, Tableau",15,PhD,None,Amandaside
Linda Hernandez,Data Analyst,"Data Visualization, SQL, Excel",4,PhD,Microsoft Azure,Jonside
Christina Gonzales DDS,ML Engineer,"TensorFlow, PyTorch, Keras, Python",7,PhD,AWS Certified,Rodgershaven
Kathleen Holloway,Data Engineer,"ETL, Python, AWS, Kafka",8,Bachelor's,AWS Certified,Danielside
Lindsay Burgess,AI Engineer,"NLP, AI Systems, Python, Deep Learning, Machine Learning, TensorFlow",2,Bachelor's,AWS Certified,South Abigail
Paula Myers,Data Scientist,"Machine Learning, Python, Deep Learning",14,Master's,AWS Certified,Williammouth
Brandon Boyd,Data Analyst,"Data Visualization, SQL, Power BI",9,PhD,AWS Certified,South Ashley
Stephen Vazquez,Data Scientist,"R, Python, Deep Learning, TensorFlow",9,Bachelor's,Google Data Engineer,Port Yolandamouth
Michael Higgins,Data Analyst,"Tableau, Excel, SQL, Python, Power BI",4,Bachelor's,None,Espinozatown
Joseph Vasquez,Data Scientist,"Deep Learning, TensorFlow, Machine Learning, R, Python, Pandas",5,Master's,AWS Certified,West Vanessa
Roy Johnson,ML Engineer,"Scikit-learn, TensorFlow, Python, NLP, Keras, PyTorch",4,Master's,None,West Ralphbury
Chase Fischer,Data Scientist,"Deep Learning, Pandas, TensorFlow",15,Master's,Microsoft Azure,Russellshire
Ms. Emily Richard,Data Scientist,"TensorFlow, Python, Pandas, Machine Learning, R",2,Master's,None,Joshuabury
Stephen Cameron,AI Engineer,"TensorFlow, NLP, Machine Learning, Python, Deep Learning",13,Bachelor's,AWS Certified,New Jennifer
Zachary Pearson,Data Analyst,"Power BI, Python, SQL, Tableau",11,Master's,Google Data Engineer,New Anitamouth
Dr. Kim Warren,Data Engineer,"AWS, ETL, Python",8,Master's,AWS Certified,New Christopher
Brittany Dyer,AI Engineer,"Deep Learning, AI Systems, Python, Machine Learning",1,Master's,None,West Paulaborough
Troy Cantu,ML Engineer,"Scikit-learn, TensorFlow, PyTorch, NLP, Python, Keras",9,Master's,AWS Certified,East Joy
Brittany Coleman,Data Scientist,"Pandas, Python, TensorFlow, Deep Learning",9,Master's,Google Data Engineer,East Denisemouth
Michael Williams,ML Engineer,"TensorFlow, Scikit-learn, NLP, Keras",13,Bachelor's,AWS Certified,Stephaniemouth
John Stone,Data Engineer,"Spark, SQL, Kafka, AWS, Hadoop, ETL",13,Bachelor's,None,South Raymond
Jessica Smith,Data Engineer,"Kafka, ETL, Hadoop, Python, AWS",15,PhD,Microsoft Azure,North Jesse
Mark Carter,Data Engineer,"Hadoop, ETL, Python, AWS, Kafka",10,Bachelor's,None,Williamtown
Randy Moss,AI Engineer,"Python, NLP, Deep Learning, AI Systems, TensorFlow, Machine Learning",13,PhD,None,Carlsonside
Dr. Tracie Zimmerman MD,Data Engineer,"Spark, Hadoop, ETL",11,PhD,None,West Cassie
James Ruiz,Data Engineer,"Hadoop, SQL, Spark",15,Master's,Google Data Engineer,East Travisville
Tracy Johnson,ML Engineer,"TensorFlow, Keras, NLP, Python, PyTorch",8,Master's,None,Andersonchester
Amy Watson,ML Engineer,"Scikit-learn, TensorFlow, Keras, Python, PyTorch",6,Master's,None,Port Jenniferstad
Tamara Stanley,Data Engineer,"Python, Kafka, AWS, ETL, Spark",4,PhD,Google Data Engineer,Brianchester
Jennifer Lozano,AI Engineer,"AI Systems, TensorFlow, NLP",14,PhD,AWS Certified,Lake Amandaton
Lisa Morris,Data Scientist,"Pandas, Python, Machine Learning",6,Bachelor's,None,East Steven
Kenneth Young,AI Engineer,"NLP, AI Systems, Deep Learning, Machine Learning",5,PhD,Google Data Engineer,North Jefferyborough
Michael Mccarthy,Data Analyst,"SQL, Data Visualization, Power BI, Excel, Python, Tableau",8,Bachelor's,None,West Jacob
Kimberly Parker,Data Engineer,"AWS, Python, SQL, ETL, Kafka, Spark",4,PhD,AWS Certified,Ryanport
Thomas Willis,Data Engineer,"Python, Spark, Kafka, Hadoop, SQL, ETL",4,Master's,Google Data Engineer,Bryantburgh
Julie Smith,ML Engineer,"Python, Keras, TensorFlow, PyTorch, Scikit-learn, NLP",1,PhD,None,Lake Karentown
Nichole Miller,Data Engineer,"AWS, Kafka, Spark, ETL, Python",6,Bachelor's,Google Data Engineer,Lake Grant
Ellen Best,Data Analyst,"Data Visualization, Tableau, Power BI, Excel",10,Bachelor's,Google Data Engineer,West Nancy
Jason Rhodes,Data Analyst,"Data Visualization, Python, Excel, Power BI",4,Master's,None,North Sabrinatown
Eric Wright,Data Engineer,"Kafka, Hadoop, Spark, ETL, Python, AWS",8,Bachelor's,Microsoft Azure,Danielside
Leah Owen,Data Engineer,"Python, ETL, Kafka",1,PhD,Google Data Engineer,Jacquelineview
Jacob Olson,Data Engineer,"Hadoop, Python, Kafka, AWS, SQL",5,PhD,Microsoft Azure,West Vanessa
Lisa Davis,Data Analyst,"Excel, Python, Tableau, Data Visualization, Power BI, SQL",4,Master's,Google Data Engineer,Lake Victoria
William Williamson,ML Engineer,"TensorFlow, Scikit-learn, PyTorch",1,PhD,AWS Certified,Lake Jennifer
Michelle Buckley,Data Engineer,"Kafka, AWS, Hadoop",5,Bachelor's,Microsoft Azure,Lake Billyfort
Paige Cooper,Data Engineer,"SQL, AWS, ETL, Hadoop, Spark, Python",3,Master's,None,Port Christopherfurt
Robert Francis,Data Scientist,"Python, R, Pandas, Deep Learning, Machine Learning, TensorFlow",7,Bachelor's,Microsoft Azure,New Luis
Gary Jones,ML Engineer,"NLP, Scikit-learn, Python",14,Master's,None,Port Brandi
Angel Bell,Data Scientist,"Python, Pandas, Machine Learning, R, Deep Learning",14,Master's,Google Data Engineer,West Heather
Robert Tapia,Data Engineer,"AWS, SQL, Hadoop, Kafka, Python, Spark",13,PhD,AWS Certified,North Amandafort
Thomas Brown,Data Engineer,"AWS, SQL, Spark, Kafka, Python",2,PhD,Microsoft Azure,Rogersshire
Daisy Price,ML Engineer,"Scikit-learn, Keras, Python, NLP, PyTorch, TensorFlow",8,Bachelor's,AWS Certified,Rochachester
Jeffrey Allison,Data Analyst,"SQL, Data Visualization, Tableau, Power BI, Python",9,Master's,Microsoft Azure,Ramosview
William Farrell,ML Engineer,"TensorFlow, Python, Keras, NLP",13,PhD,AWS Certified,Lake Vickiberg
Joshua Hawkins,Data Analyst,"Power BI, Tableau, Python, Data Visualization, SQL",4,PhD,AWS Certified,South Haileyfort
Brittney Jenkins,AI Engineer,"Python, Deep Learning, Machine Learning",5,Master's,Google Data Engineer,Ericaville
Tiffany Patel,Data Analyst,"Python, Tableau, SQL, Power BI, Excel, Data Visualization",3,Master's,Microsoft Azure,Lisatown
Desiree Mccarthy,Data Scientist,"Deep Learning, Machine Learning, Pandas, TensorFlow, R, Python",3,PhD,None,Normanburgh
Hannah Barry,Data Analyst,"Data Visualization, Tableau, Excel, SQL, Python, Power BI",1,Bachelor's,AWS Certified,North Luis
Vincent Moore,Data Analyst,"Python, Data Visualization, Power BI, Excel, SQL, Tableau",1,Master's,AWS Certified,Lake Caitlynfort
Parker Chambers,ML Engineer,"TensorFlow, PyTorch, Keras, Python, Scikit-learn",10,Master's,Microsoft Azure,Kimberlychester
Shelby Thornton,Data Analyst,"Excel, Data Visualization, SQL",9,Bachelor's,AWS Certified,East Mark
Casey Caldwell,Data Analyst,"Excel, SQL, Tableau",14,Master's,None,Schultzville
Joyce Marquez,AI Engineer,"TensorFlow, Machine Learning, AI Systems, Python, Deep Learning",6,PhD,None,Lake Laurastad
Chelsea Davis,Data Scientist,"TensorFlow, Python, Deep Learning, R",2,Bachelor's,Microsoft Azure,Carlafort
Brad Compton,Data Engineer,"Hadoop, SQL, ETL, Spark, AWS",6,Master's,AWS Certified,Lake Thomasmouth
Angela Hess,Data Analyst,"SQL, Data Visualization, Tableau, Power BI",6,Bachelor's,AWS Certified,New Anthonyfurt
Gloria Lam,Data Analyst,"Tableau, Python, Excel, Data Visualization, SQL, Power BI",5,Master's,None,Rebeccaside
Shirley Silva,AI Engineer,"Deep Learning, TensorFlow, Python",13,Bachelor's,Microsoft Azure,Cardenasbury
Alexis Jackson,AI Engineer,"Deep Learning, TensorFlow, Python, AI Systems, Machine Learning, NLP",4,PhD,Microsoft Azure,New Paulville
Ian West,Data Engineer,"Kafka, ETL, Hadoop",4,Master's,Google Data Engineer,East Karen
Glenn Peterson,ML Engineer,"TensorFlow, Python, Scikit-learn, NLP, PyTorch, Keras",3,PhD,AWS Certified,Carrfort
Casey Walsh,ML Engineer,"TensorFlow, Python, Scikit-learn",11,Bachelor's,Microsoft Azure,Lake Jessica
Nicholas Cohen,ML Engineer,"TensorFlow, Keras, Scikit-learn, NLP, Python",9,PhD,None,West Bryan
Matthew Murphy,Data Analyst,"Tableau, Power BI, Excel, Data Visualization, Python",12,PhD,AWS Certified,South Jacob
Kevin Atkinson,Data Scientist,"R, TensorFlow, Pandas, Machine Learning, Python",1,Bachelor's,None,Annabury
Katherine Sanchez,ML Engineer,"PyTorch, Scikit-learn, TensorFlow",14,PhD,Microsoft Azure,Johnfort
Jennifer Oconnell,AI Engineer,"TensorFlow, Machine Learning, AI Systems, Python, NLP",12,Bachelor's,None,Lake Angel
Dustin Mitchell,Data Analyst,"Excel, SQL, Power BI, Python, Tableau",12,Master's,None,Swansonmouth
Jeffrey Day,AI Engineer,"Machine Learning, AI Systems, NLP, Deep Learning",7,Master's,Google Data Engineer,Odonnellside
Denise Lamb,AI Engineer,"Machine Learning, AI Systems, Deep Learning, TensorFlow",8,Master's,None,West Adrienne
Carmen Miller,Data Analyst,"SQL, Tableau, Python, Data Visualization, Power BI, Excel",1,Bachelor's,None,North Kathleenton
Daryl Perkins,Data Engineer,"Hadoop, Python, AWS, Kafka, SQL",4,Master's,Microsoft Azure,Kristenville
Michael Yates,Data Scientist,"TensorFlow, Pandas, Machine Learning",5,Master's,Google Data Engineer,North Anthonyhaven
Johnny Duke,ML Engineer,"Keras, Python, TensorFlow, PyTorch, Scikit-learn, NLP",7,PhD,Microsoft Azure,New Katelyn
Erin Stone,Data Engineer,"Spark, Hadoop, Python, SQL, ETL, AWS",11,Bachelor's,None,North Rachelborough
Desiree Robinson,AI Engineer,"TensorFlow, AI Systems, Machine Learning, Deep Learning",6,PhD,None,Lake Daniel
Joshua Henderson,Data Scientist,"Deep Learning, Pandas, TensorFlow",3,Bachelor's,AWS Certified,West Brian
Tara Collier,Data Analyst,"Power BI, Excel, Data Visualization, SQL, Python, Tableau",8,Bachelor's,None,Cooperbury
Deborah Shannon,Data Analyst,"Data Visualization, Power BI, SQL, Python",7,Bachelor's,Google Data Engineer,Moranton
Brian Barry,Data Engineer,"Kafka, Hadoop, AWS, Spark, SQL",7,PhD,AWS Certified,New Kevin
Thomas Cooley,Data Engineer,"AWS, Python, SQL, Spark, ETL, Hadoop",13,Bachelor's,None,Reillyburgh
Douglas Reynolds,AI Engineer,"Python, TensorFlow, NLP, Machine Learning, Deep Learning, AI Systems",2,PhD,Microsoft Azure,Bautistabury
Sandra Ball,Data Analyst,"Tableau, Excel, Data Visualization, SQL",10,Master's,Google Data Engineer,North Angelaburgh
John Brooks,Data Analyst,"Power BI, SQL, Tableau, Data Visualization",10,Bachelor's,None,Lake Kimberly
Veronica Huynh,Data Analyst,"Power BI, SQL, Excel, Data Visualization, Tableau, Python",14,Master's,Google Data Engineer,Davilaton
Heather Arnold,Data Scientist,"R, Pandas, Machine Learning",4,PhD,AWS Certified,Lake Meganmouth
Daniel Castaneda,ML Engineer,"PyTorch, NLP, Python, Keras",11,Master's,Google Data Engineer,North Amanda
Jacqueline Graves,Data Engineer,"AWS, Kafka, Hadoop, Spark, Python, SQL",6,Bachelor's,Microsoft Azure,East Tyler
Andrew Mcdonald,ML Engineer,"Keras, PyTorch, NLP, TensorFlow, Scikit-learn, Python",9,PhD,AWS Certified,Garciaberg
Henry Barnes,Data Scientist,"Machine Learning, Deep Learning, Pandas",8,PhD,AWS Certified,Freemanberg
Ronald West,Data Engineer,"Python, SQL, Kafka, Hadoop, AWS, Spark",14,PhD,Microsoft Azure,Andersonside
Julian Meyer,Data Analyst,"Data Visualization, SQL, Python, Power BI",3,Master's,Google Data Engineer,Bakerfort
Brianna Fisher,Data Engineer,"ETL, Hadoop, AWS, Python",1,Bachelor's,Microsoft Azure,Lewisville
Melissa Osborne,ML Engineer,"TensorFlow, NLP, PyTorch, Python, Keras, Scikit-learn",9,Bachelor's,None,South Shannonmouth
Mr. Philip Roman,Data Analyst,"SQL, Power BI, Python",10,PhD,None,Jonathanview
Teresa Wood,Data Scientist,"TensorFlow, R, Machine Learning, Python, Deep Learning, Pandas",6,Bachelor's,Microsoft Azure,East Angelamouth
Christopher Adams,AI Engineer,"Python, Deep Learning, NLP, TensorFlow",1,PhD,None,South Adamfurt
Deborah Arnold,Data Analyst,"Power BI, Excel, Data Visualization",12,Master's,None,North Debra
Jessica Johnson,ML Engineer,"NLP, PyTorch, Scikit-learn, Python, Keras, TensorFlow",1,Master's,Microsoft Azure,Smithland
Sandy Martinez,Data Analyst,"Tableau, Python, Data Visualization, Power BI, SQL, Excel",8,Master's,None,Browntown
Eric Jenkins,Data Analyst,"Excel, Tableau, Power BI, SQL, Python, Data Visualization",9,Bachelor's,Google Data Engineer,Stephenburgh
Lisa Martin,ML Engineer,"NLP, Scikit-learn, Keras, TensorFlow",10,PhD,AWS Certified,Port Thomaston
Rachel Smith,Data Analyst,"Python, Tableau, Data Visualization, SQL, Excel",11,PhD,None,Lake Keithbury
Suzanne Simpson,Data Scientist,"Python, Machine Learning, Pandas, TensorFlow, R",9,PhD,AWS Certified,East Connieland
Margaret Oconnor DVM,ML Engineer,"TensorFlow, NLP, PyTorch, Scikit-learn, Python, Keras",10,Master's,Google Data Engineer,Alexandramouth
Joe Sanford,AI Engineer,"Python, AI Systems, TensorFlow",11,Bachelor's,Microsoft Azure,Youngmouth
James Morales,ML Engineer,"Keras, PyTorch, Scikit-learn, Python, TensorFlow",14,Master's,Microsoft Azure,South Fernandoshire
Sherry Freeman,Data Analyst,"Data Visualization, Tableau, Python, Power BI, Excel",8,Bachelor's,Microsoft Azure,Herrerachester
Annette Cox DDS,Data Scientist,"Deep Learning, Python, TensorFlow, Machine Learning, R",10,Master's,Microsoft Azure,Brendastad
Jessica Simmons,Data Analyst,"SQL, Data Visualization, Python, Excel, Power BI",2,Master's,Google Data Engineer,Irwinside
Nicholas Pratt,Data Analyst,"SQL, Tableau, Python",8,Master's,Google Data Engineer,Kevinshire
Diamond Yang,ML Engineer,"Keras, TensorFlow, PyTorch, Scikit-learn, NLP",2,Master's,AWS Certified,Theresaton
Amanda Morris,AI Engineer,"TensorFlow, AI Systems, Deep Learning, Python, Machine Learning",5,PhD,Microsoft Azure,New Deborahhaven
Jamie Young,AI Engineer,"Machine Learning, AI Systems, TensorFlow",13,Master's,Google Data Engineer,Port Tiffanyfurt
James Anderson,Data Analyst,"Tableau, Data Visualization, SQL, Python, Excel, Power BI",1,Master's,None,Robertsonmouth
Russell Jones,Data Engineer,"Python, Spark, AWS",12,Bachelor's,AWS Certified,Morganhaven
Michael Murphy,ML Engineer,"TensorFlow, NLP, Scikit-learn, Keras, PyTorch",1,Master's,None,Lake Stephaniemouth
Jeanette Harrison,Data Scientist,"Machine Learning, TensorFlow, R, Python, Deep Learning",1,Bachelor's,Microsoft Azure,Vancemouth
Greg Reeves,Data Analyst,"Tableau, Power BI, SQL, Excel, Python, Data Visualization",14,Master's,Google Data Engineer,Lake Pamela
Johnny Smith,Data Scientist,"R, Pandas, Machine Learning, TensorFlow",13,PhD,Google Data Engineer,West Josephhaven
Jenna Morrison,Data Analyst,"Excel, Tableau, Python",6,PhD,Microsoft Azure,New Robin
Jose Perez,ML Engineer,"TensorFlow, PyTorch, NLP",8,Bachelor's,AWS Certified,West Tamara
Sarah Martinez,AI Engineer,"NLP, Python, Machine Learning, AI Systems, TensorFlow, Deep Learning",1,Master's,AWS Certified,Josebury
Edward Johnson,Data Scientist,"TensorFlow, R, Deep Learning",15,Bachelor's,None,Listad
Brittany Buckley,Data Engineer,"AWS, SQL, Spark, Hadoop, ETL",13,Bachelor's,Google Data Engineer,Brandonbury
Jessica Roberts,Data Engineer,"Hadoop, Kafka, Python",7,Bachelor's,Google Data Engineer,East Christopherchester
Stacey Perez,Data Scientist,"TensorFlow, Machine Learning, R, Deep Learning, Pandas, Python",7,Bachelor's,AWS Certified,Port Sarah
Chelsea Lowe,ML Engineer,"NLP, TensorFlow, Scikit-learn, Keras, Python",1,Bachelor's,Microsoft Azure,Port Adam
Cassandra Sanchez,Data Scientist,"Machine Learning, Deep Learning, R, Python",15,PhD,Microsoft Azure,Kylefurt
